task,depth,type,model,thinking,trial,correct,strict,completion,reasoning_chars,wall,finish,failmode,note
s-senti-pos,shallow,分类,DeepSeek-V4-Pro,1,4,1,1,31,46,9.6,stop,,得到 '正面' 期望 '正面'
s-senti-pos,shallow,分类,DeepSeek-V4-Pro,1,5,1,1,33,52,1.8,stop,,得到 '正面' 期望 '正面'
s-senti-neg,shallow,分类,DeepSeek-V4-Pro,0,1,1,1,1,0,2.5,stop,,得到 '负面' 期望 '负面'
s-senti-neg,shallow,分类,DeepSeek-V4-Pro,0,2,1,1,1,0,1.0,stop,,得到 '负面' 期望 '负面'
s-senti-neg,shallow,分类,DeepSeek-V4-Pro,0,3,1,1,1,0,3.5,stop,,得到 '负面' 期望 '负面'
s-senti-neg,shallow,分类,DeepSeek-V4-Pro,0,4,1,1,1,0,3.0,stop,,得到 '负面' 期望 '负面'
s-senti-neg,shallow,分类,DeepSeek-V4-Pro,0,5,1,1,1,0,2.2,stop,,得到 '负面' 期望 '负面'
s-senti-neg,shallow,分类,DeepSeek-V4-Pro,1,1,1,1,37,58,3.2,stop,,得到 '负面' 期望 '负面'
s-senti-neg,shallow,分类,DeepSeek-V4-Pro,1,2,1,1,34,52,2.1,stop,,得到 '负面' 期望 '负面'
s-senti-neg,shallow,分类,DeepSeek-V4-Pro,1,3,1,1,20,30,4.6,stop,,得到 '负面' 期望 '负面'
s-senti-neg,shallow,分类,DeepSeek-V4-Pro,1,4,1,1,23,34,6.1,stop,,得到 '负面' 期望 '负面'
s-senti-neg,shallow,分类,DeepSeek-V4-Pro,1,5,1,1,23,35,3.2,stop,,得到 '负面' 期望 '负面'
s-senti-neu,shallow,分类,DeepSeek-V4-Pro,0,1,1,1,1,0,2.1,stop,,得到 '中性' 期望 '中性'
s-senti-neu,shallow,分类,DeepSeek-V4-Pro,0,2,1,1,1,0,0.9,stop,,得到 '中性' 期望 '中性'
s-senti-neu,shallow,分类,DeepSeek-V4-Pro,0,3,1,1,1,0,1.1,stop,,得到 '中性' 期望 '中性'
s-senti-neu,shallow,分类,DeepSeek-V4-Pro,0,4,1,1,1,0,1.1,stop,,得到 '中性' 期望 '中性'
s-senti-neu,shallow,分类,DeepSeek-V4-Pro,0,5,1,1,1,0,1.8,stop,,得到 '中性' 期望 '中性'
s-senti-neu,shallow,分类,DeepSeek-V4-Pro,1,1,1,1,45,70,3.4,stop,,得到 '中性' 期望 '中性'
s-senti-neu,shallow,分类,DeepSeek-V4-Pro,1,2,1,1,38,56,4.1,stop,,得到 '中性' 期望 '中性'
s-senti-neu,shallow,分类,DeepSeek-V4-Pro,1,3,1,1,44,69,3.2,stop,,得到 '中性' 期望 '中性'
s-senti-neu,shallow,分类,DeepSeek-V4-Pro,1,4,1,1,42,65,4.8,stop,,得到 '中性' 期望 '中性'
s-senti-neu,shallow,分类,DeepSeek-V4-Pro,1,5,1,1,42,65,3.6,stop,,得到 '中性' 期望 '中性'
s-date-norm,shallow,格式,DeepSeek-V4-Pro,0,1,1,1,6,0,1.7,stop,,得到 '2026-03-07'
s-date-norm,shallow,格式,DeepSeek-V4-Pro,0,2,1,1,6,0,2.0,stop,,得到 '2026-03-07'
s-date-norm,shallow,格式,DeepSeek-V4-Pro,0,3,1,1,6,0,3.7,stop,,得到 '2026-03-07'
s-date-norm,shallow,格式,DeepSeek-V4-Pro,0,4,1,1,6,0,1.2,stop,,得到 '2026-03-07'
s-date-norm,shallow,格式,DeepSeek-V4-Pro,0,5,1,1,6,0,1.0,stop,,得到 '2026-03-07'
s-date-norm,shallow,格式,DeepSeek-V4-Pro,1,1,1,1,31,41,3.1,stop,,得到 '2026-03-07'
s-date-norm,shallow,格式,DeepSeek-V4-Pro,1,2,1,1,48,64,4.5,stop,,得到 '2026-03-07'
s-date-norm,shallow,格式,DeepSeek-V4-Pro,1,3,1,1,42,59,20.7,stop,,得到 '2026-03-07'
s-date-norm,shallow,格式,DeepSeek-V4-Pro,1,4,1,1,44,65,3.4,stop,,得到 '2026-03-07'
s-date-norm,shallow,格式,DeepSeek-V4-Pro,1,5,1,1,48,65,2.8,stop,,得到 '2026-03-07'
s-json-extract,shallow,结构化,DeepSeek-V4-Pro,0,1,1,1,14,0,2.1,stop,,name=王芳 age=29 city=成都
s-json-extract,shallow,结构化,DeepSeek-V4-Pro,0,2,1,1,14,0,1.6,stop,,name=王芳 age=29 city=成都
s-json-extract,shallow,结构化,DeepSeek-V4-Pro,0,3,1,1,14,0,1.8,stop,,name=王芳 age=29 city=成都
s-json-extract,shallow,结构化,DeepSeek-V4-Pro,0,4,1,1,19,0,1.5,stop,,name=王芳 age=29 city=成都
s-json-extract,shallow,结构化,DeepSeek-V4-Pro,0,5,1,1,14,0,3.5,stop,,name=王芳 age=29 city=成都
s-json-extract,shallow,结构化,DeepSeek-V4-Pro,1,1,1,1,71,114,3.9,stop,,name=王芳 age=29 city=成都
s-json-extract,shallow,结构化,DeepSeek-V4-Pro,1,2,1,1,60,93,3.2,stop,,name=王芳 age=29 city=成都
s-json-extract,shallow,结构化,DeepSeek-V4-Pro,1,3,1,1,56,83,11.7,stop,,name=王芳 age=29 city=成都
s-json-extract,shallow,结构化,DeepSeek-V4-Pro,1,4,1,1,67,104,4.4,stop,,name=王芳 age=29 city=成都
s-json-extract,shallow,结构化,DeepSeek-V4-Pro,1,5,1,1,64,97,3.5,stop,,name=王芳 age=29 city=成都
d-recur-11,deep,递推,DeepSeek-V4-Pro,0,1,0,0,1,0,1.2,stop,wrong,得到 321 期望 256
d-recur-11,deep,递推,DeepSeek-V4-Pro,0,2,0,0,1,0,5.1,stop,wrong,得到 368 期望 256
d-recur-11,deep,递推,DeepSeek-V4-Pro,0,3,0,0,1,0,2.9,stop,wrong,得到 907 期望 256
d-recur-11,deep,递推,DeepSeek-V4-Pro,0,4,0,0,1,0,1.0,stop,wrong,得到 924 期望 256
d-recur-11,deep,递推,DeepSeek-V4-Pro,0,5,0,0,1,0,4.5,stop,wrong,得到 161 期望 256
d-recur-11,deep,递推,DeepSeek-V4-Pro,1,1,1,1,733,1233,18.0,stop,,得到 256 期望 256
d-recur-11,deep,递推,DeepSeek-V4-Pro,1,2,1,1,495,868,24.2,stop,,得到 256 期望 256
d-recur-11,deep,递推,DeepSeek-V4-Pro,1,3,1,1,455,764,12.0,stop,,得到 256 期望 256
d-recur-11,deep,递推,DeepSeek-V4-Pro,1,4,1,1,351,603,8.9,stop,,得到 256 期望 256
d-recur-11,deep,递推,DeepSeek-V4-Pro,1,5,1,1,425,760,10.1,stop,,得到 256 期望 256
d-statemachine,deep,状态跟踪,DeepSeek-V4-Pro,0,1,1,0,394,0,9.7,stop,,"得到 (8, 17) 期望 (8, 17)"
d-statemachine,deep,状态跟踪,DeepSeek-V4-Pro,0,2,0,0,7,0,1.4,stop,wrong,"得到 (26, 9) 期望 (8, 17)"
d-statemachine,deep,状态跟踪,DeepSeek-V4-Pro,0,3,1,0,255,0,6.8,stop,,"得到 (8, 17) 期望 (8, 17)"
d-statemachine,deep,状态跟踪,DeepSeek-V4-Pro,0,4,1,0,258,0,8.1,stop,,"得到 (8, 17) 期望 (8, 17)"
d-statemachine,deep,状态跟踪,DeepSeek-V4-Pro,0,5,1,0,283,0,9.8,stop,,"得到 (8, 17) 期望 (8, 17)"
d-statemachine,deep,状态跟踪,DeepSeek-V4-Pro,1,1,1,1,512,629,16.1,stop,,"得到 (8, 17) 期望 (8, 17)"
d-statemachine,deep,状态跟踪,DeepSeek-V4-Pro,1,2,1,1,462,568,12.1,stop,,"得到 (8, 17) 期望 (8, 17)"
d-statemachine,deep,状态跟踪,DeepSeek-V4-Pro,1,3,1,1,413,527,16.0,stop,,"得到 (8, 17) 期望 (8, 17)"
d-statemachine,deep,状态跟踪,DeepSeek-V4-Pro,1,4,1,1,353,440,11.5,stop,,"得到 (8, 17) 期望 (8, 17)"
d-statemachine,deep,状态跟踪,DeepSeek-V4-Pro,1,5,1,1,536,665,15.7,stop,,"得到 (8, 17) 期望 (8, 17)"
d-seat-csp,deep,约束满足,DeepSeek-V4-Pro,0,1,1,0,423,0,12.5,stop,,得到 甲乙戊丙丁 期望 甲乙戊丙丁
d-seat-csp,deep,约束满足,DeepSeek-V4-Pro,0,2,1,0,551,0,17.4,stop,,得到 甲乙戊丙丁 期望 甲乙戊丙丁
d-seat-csp,deep,约束满足,DeepSeek-V4-Pro,0,3,1,0,458,0,13.0,stop,,得到 甲乙戊丙丁 期望 甲乙戊丙丁
d-seat-csp,deep,约束满足,DeepSeek-V4-Pro,0,4,1,0,583,0,17.3,stop,,得到 甲乙戊丙丁 期望 甲乙戊丙丁
d-seat-csp,deep,约束满足,DeepSeek-V4-Pro,0,5,1,0,533,0,15.7,stop,,得到 甲乙戊丙丁 期望 甲乙戊丙丁
d-seat-csp,deep,约束满足,DeepSeek-V4-Pro,1,1,1,1,731,913,19.1,stop,,得到 甲乙戊丙丁 期望 甲乙戊丙丁
d-seat-csp,deep,约束满足,DeepSeek-V4-Pro,1,2,1,1,640,822,17.6,stop,,得到 甲乙戊丙丁 期望 甲乙戊丙丁
d-seat-csp,deep,约束满足,DeepSeek-V4-Pro,1,3,1,1,674,873,19.8,stop,,得到 甲乙戊丙丁 期望 甲乙戊丙丁
d-seat-csp,deep,约束满足,DeepSeek-V4-Pro,1,4,1,1,963,1219,25.7,stop,,得到 甲乙戊丙丁 期望 甲乙戊丙丁
d-seat-csp,deep,约束满足,DeepSeek-V4-Pro,1,5,1,1,703,927,17.3,stop,,得到 甲乙戊丙丁 期望 甲乙戊丙丁
d-multihop,deep,多跳算术,DeepSeek-V4-Pro,0,1,0,0,3,0,3.4,stop,wrong,"得到 (260, 3) 期望 (74, 4)"
d-multihop,deep,多跳算术,DeepSeek-V4-Pro,0,2,0,0,3,0,3.4,stop,wrong,"得到 (260, 0) 期望 (74, 4)"
d-multihop,deep,多跳算术,DeepSeek-V4-Pro,0,3,0,0,3,0,2.9,stop,wrong,"得到 (260, 1) 期望 (74, 4)"
d-multihop,deep,多跳算术,DeepSeek-V4-Pro,0,4,0,0,3,0,2.4,stop,wrong,"得到 (56, 5) 期望 (74, 4)"
d-multihop,deep,多跳算术,DeepSeek-V4-Pro,0,5,0,0,3,0,2.3,stop,wrong,"得到 (122, 1) 期望 (74, 4)"
d-multihop,deep,多跳算术,DeepSeek-V4-Pro,1,1,0,0,1833,2869,53.1,stop,wrong,"得到 (4, 5) 期望 (74, 4)"
d-multihop,deep,多跳算术,DeepSeek-V4-Pro,1,2,0,0,4181,6690,121.4,stop,wrong,"得到 (4, 5) 期望 (74, 4)"
d-multihop,deep,多跳算术,DeepSeek-V4-Pro,1,3,0,0,2053,3228,61.3,stop,wrong,"得到 (4, 5) 期望 (74, 4)"
d-multihop,deep,多跳算术,DeepSeek-V4-Pro,1,4,0,0,2195,3451,57.8,stop,wrong,"得到 (4, 5) 期望 (74, 4)"
d-multihop,deep,多跳算术,DeepSeek-V4-Pro,1,5,0,0,8723,13992,234.8,stop,wrong,"得到 (4, 5) 期望 (74, 4)"
s-extract-amounts,shallow,抽取,Kimi-K2.6,0,1,0,0,8,0,1.4,stop,wrong,"得到 '45,89,256,1200'"
s-extract-amounts,shallow,抽取,Kimi-K2.6,0,2,1,1,10,0,1.3,stop,,"得到 '12,45,89,256,1200'"
s-extract-amounts,shallow,抽取,Kimi-K2.6,0,3,1,0,10,0,1.4,stop,,"得到 '12,45,89,256,1200'"
s-extract-amounts,shallow,抽取,Kimi-K2.6,0,4,1,1,10,0,1.3,stop,,"得到 '12,45,89,256,1200'"
s-extract-amounts,shallow,抽取,Kimi-K2.6,0,5,1,1,10,0,1.2,stop,,"得到 '12,45,89,256,1200'"
s-extract-amounts,shallow,抽取,Kimi-K2.6,1,1,1,1,252,370,8.2,stop,,"得到 '12,45,89,256,1200'"
s-extract-amounts,shallow,抽取,Kimi-K2.6,1,2,1,1,257,431,9.1,stop,,"得到 '12,45,89,256,1200'"
s-extract-amounts,shallow,抽取,Kimi-K2.6,1,3,1,1,371,588,16.1,stop,,"得到 '12,45,89,256,1200'"
s-extract-amounts,shallow,抽取,Kimi-K2.6,1,4,1,1,264,381,11.4,stop,,"得到 '12,45,89,256,1200'"
s-extract-amounts,shallow,抽取,Kimi-K2.6,1,5,1,1,295,459,9.0,stop,,"得到 '12,45,89,256,1200'"
s-senti-pos,shallow,分类,Kimi-K2.6,0,1,1,1,1,0,0.9,stop,,得到 '正面' 期望 '正面'
s-senti-pos,shallow,分类,Kimi-K2.6,0,2,1,1,1,0,1.0,stop,,得到 '正面' 期望 '正面'
s-senti-pos,shallow,分类,Kimi-K2.6,0,3,1,1,1,0,0.9,stop,,得到 '正面' 期望 '正面'
s-senti-pos,shallow,分类,Kimi-K2.6,0,4,1,1,1,0,1.1,stop,,得到 '正面' 期望 '正面'
s-senti-pos,shallow,分类,Kimi-K2.6,0,5,1,1,1,0,1.0,stop,,得到 '正面' 期望 '正面'
s-senti-pos,shallow,分类,Kimi-K2.6,1,1,1,1,108,192,6.6,stop,,得到 '正面' 期望 '正面'
s-senti-pos,shallow,分类,Kimi-K2.6,1,2,1,1,116,203,4.1,stop,,得到 '正面' 期望 '正面'
s-senti-pos,shallow,分类,Kimi-K2.6,1,3,1,1,111,186,3.9,stop,,得到 '正面' 期望 '正面'
s-senti-pos,shallow,分类,Kimi-K2.6,1,4,1,1,110,194,3.8,stop,,得到 '正面' 期望 '正面'
s-senti-pos,shallow,分类,Kimi-K2.6,1,5,1,1,113,194,4.7,stop,,得到 '正面' 期望 '正面'
s-senti-neg,shallow,分类,Kimi-K2.6,0,1,1,1,1,0,2.9,stop,,得到 '负面' 期望 '负面'
s-senti-neg,shallow,分类,Kimi-K2.6,0,2,1,1,1,0,1.1,stop,,得到 '负面' 期望 '负面'
s-senti-neg,shallow,分类,Kimi-K2.6,0,3,1,1,1,0,1.2,stop,,得到 '负面' 期望 '负面'
s-senti-neg,shallow,分类,Kimi-K2.6,0,4,1,1,1,0,1.7,stop,,得到 '负面' 期望 '负面'
s-senti-neg,shallow,分类,Kimi-K2.6,0,5,1,1,1,0,1.1,stop,,得到 '负面' 期望 '负面'
s-senti-neg,shallow,分类,Kimi-K2.6,1,1,1,1,121,200,4.8,stop,,得到 '负面' 期望 '负面'
s-senti-neg,shallow,分类,Kimi-K2.6,1,2,1,1,115,190,4.6,stop,,得到 '负面' 期望 '负面'
s-senti-neg,shallow,分类,Kimi-K2.6,1,3,1,1,119,199,4.9,stop,,得到 '负面' 期望 '负面'
s-senti-neg,shallow,分类,Kimi-K2.6,1,4,1,1,131,222,5.3,stop,,得到 '负面' 期望 '负面'
s-senti-neg,shallow,分类,Kimi-K2.6,1,5,1,1,118,196,4.7,stop,,得到 '负面' 期望 '负面'
s-senti-neu,shallow,分类,Kimi-K2.6,0,1,1,1,1,0,1.2,stop,,得到 '中性' 期望 '中性'
s-senti-neu,shallow,分类,Kimi-K2.6,0,2,1,1,1,0,0.9,stop,,得到 '中性' 期望 '中性'
s-senti-neu,shallow,分类,Kimi-K2.6,0,3,1,1,1,0,1.1,stop,,得到 '中性' 期望 '中性'
s-senti-neu,shallow,分类,Kimi-K2.6,0,4,1,1,1,0,1.5,stop,,得到 '中性' 期望 '中性'
s-senti-neu,shallow,分类,Kimi-K2.6,0,5,1,1,1,0,1.0,stop,,得到 '中性' 期望 '中性'
s-senti-neu,shallow,分类,Kimi-K2.6,1,1,1,1,133,238,4.9,stop,,得到 '中性' 期望 '中性'
s-senti-neu,shallow,分类,Kimi-K2.6,1,2,1,1,107,180,4.2,stop,,得到 '中性' 期望 '中性'
s-senti-neu,shallow,分类,Kimi-K2.6,1,3,1,1,144,245,4.8,stop,,得到 '中性' 期望 '中性'
s-senti-neu,shallow,分类,Kimi-K2.6,1,4,1,1,81,145,3.3,stop,,得到 '中性' 期望 '中性'
s-senti-neu,shallow,分类,Kimi-K2.6,1,5,1,1,113,199,4.2,stop,,得到 '中性' 期望 '中性'
s-date-norm,shallow,格式,Kimi-K2.6,0,1,1,1,6,0,1.1,stop,,得到 '2026-03-07'
s-date-norm,shallow,格式,Kimi-K2.6,0,2,1,1,6,0,1.1,stop,,得到 '2026-03-07'
s-date-norm,shallow,格式,Kimi-K2.6,0,3,1,1,6,0,1.0,stop,,得到 '2026-03-07'
s-date-norm,shallow,格式,Kimi-K2.6,0,4,1,1,6,0,1.7,stop,,得到 '2026-03-07'
s-date-norm,shallow,格式,Kimi-K2.6,0,5,1,1,6,0,1.1,stop,,得到 '2026-03-07'
s-date-norm,shallow,格式,Kimi-K2.6,1,1,1,1,123,189,6.7,stop,,得到 '2026-03-07'
s-date-norm,shallow,格式,Kimi-K2.6,1,2,1,1,146,239,7.1,stop,,得到 '2026-03-07'
s-date-norm,shallow,格式,Kimi-K2.6,1,3,1,1,124,191,4.5,stop,,得到 '2026-03-07'
s-date-norm,shallow,格式,Kimi-K2.6,1,4,1,1,136,217,5.0,stop,,得到 '2026-03-07'
s-date-norm,shallow,格式,Kimi-K2.6,1,5,1,1,96,154,3.3,stop,,得到 '2026-03-07'
s-json-extract,shallow,结构化,Kimi-K2.6,0,1,1,1,14,0,1.3,stop,,name=王芳 age=29 city=成都
s-json-extract,shallow,结构化,Kimi-K2.6,0,2,1,1,14,0,1.9,stop,,name=王芳 age=29 city=成都
s-json-extract,shallow,结构化,Kimi-K2.6,0,3,1,1,14,0,1.2,stop,,name=王芳 age=29 city=成都
s-json-extract,shallow,结构化,Kimi-K2.6,0,4,1,1,14,0,1.2,stop,,name=王芳 age=29 city=成都
s-json-extract,shallow,结构化,Kimi-K2.6,0,5,1,1,14,0,1.3,stop,,name=王芳 age=29 city=成都
s-json-extract,shallow,结构化,Kimi-K2.6,1,1,1,1,216,419,6.5,stop,,name=王芳 age=29 city=成都
s-json-extract,shallow,结构化,Kimi-K2.6,1,2,1,1,135,253,4.3,stop,,name=王芳 age=29 city=成都
s-json-extract,shallow,结构化,Kimi-K2.6,1,3,1,1,162,314,5.2,stop,,name=王芳 age=29 city=成都
s-json-extract,shallow,结构化,Kimi-K2.6,1,4,1,1,106,191,3.9,stop,,name=王芳 age=29 city=成都
s-json-extract,shallow,结构化,Kimi-K2.6,1,5,1,1,212,394,8.3,stop,,name=王芳 age=29 city=成都
d-recur-11,deep,递推,Kimi-K2.6,0,1,0,0,1,0,1.2,stop,wrong,得到 836 期望 256
d-recur-11,deep,递推,Kimi-K2.6,0,2,0,0,1,0,2.8,stop,wrong,得到 918 期望 256
d-recur-11,deep,递推,Kimi-K2.6,0,3,0,0,1,0,0.8,stop,wrong,得到 196 期望 256
d-recur-11,deep,递推,Kimi-K2.6,0,4,0,0,1,0,1.2,stop,wrong,得到 716 期望 256
d-recur-11,deep,递推,Kimi-K2.6,0,5,0,0,1,0,0.8,stop,wrong,得到 905 期望 256
d-recur-11,deep,递推,Kimi-K2.6,1,1,1,1,1054,1770,24.7,stop,,得到 256 期望 256
d-recur-11,deep,递推,Kimi-K2.6,1,2,1,1,798,1366,19.6,stop,,得到 256 期望 256
d-recur-11,deep,递推,Kimi-K2.6,1,3,1,1,912,1596,22.9,stop,,得到 256 期望 256
d-recur-11,deep,递推,Kimi-K2.6,1,4,1,1,822,1412,19.2,stop,,得到 256 期望 256
d-recur-11,deep,递推,Kimi-K2.6,1,5,1,1,878,1468,23.8,stop,,得到 256 期望 256
d-statemachine,deep,状态跟踪,Kimi-K2.6,0,1,1,0,278,0,6.9,stop,,"得到 (8, 17) 期望 (8, 17)"
d-statemachine,deep,状态跟踪,Kimi-K2.6,0,2,1,0,273,0,7.4,stop,,"得到 (8, 17) 期望 (8, 17)"
d-statemachine,deep,状态跟踪,Kimi-K2.6,0,3,1,0,270,0,10.0,stop,,"得到 (8, 17) 期望 (8, 17)"
d-statemachine,deep,状态跟踪,Kimi-K2.6,0,4,1,0,302,0,8.5,stop,,"得到 (8, 17) 期望 (8, 17)"
d-statemachine,deep,状态跟踪,Kimi-K2.6,0,5,1,0,273,0,7.7,stop,,"得到 (8, 17) 期望 (8, 17)"
d-statemachine,deep,状态跟踪,Kimi-K2.6,1,1,1,1,359,501,10.3,stop,,"得到 (8, 17) 期望 (8, 17)"
d-statemachine,deep,状态跟踪,Kimi-K2.6,1,2,1,1,627,845,17.5,stop,,"得到 (8, 17) 期望 (8, 17)"
d-statemachine,deep,状态跟踪,Kimi-K2.6,1,3,1,1,337,441,10.6,stop,,"得到 (8, 17) 期望 (8, 17)"
d-statemachine,deep,状态跟踪,Kimi-K2.6,1,4,1,1,381,485,12.3,stop,,"得到 (8, 17) 期望 (8, 17)"
d-statemachine,deep,状态跟踪,Kimi-K2.6,1,5,1,1,619,839,17.2,stop,,"得到 (8, 17) 期望 (8, 17)"
d-seat-csp,deep,约束满足,Kimi-K2.6,0,1,1,0,419,0,12.4,stop,,得到 甲乙戊丙丁 期望 甲乙戊丙丁
d-seat-csp,deep,约束满足,Kimi-K2.6,0,2,1,0,492,0,13.2,stop,,得到 甲乙戊丙丁 期望 甲乙戊丙丁
d-seat-csp,deep,约束满足,Kimi-K2.6,0,3,1,0,437,0,12.1,stop,,得到 甲乙戊丙丁 期望 甲乙戊丙丁
d-seat-csp,deep,约束满足,Kimi-K2.6,0,4,1,0,481,0,13.8,stop,,得到 甲乙戊丙丁 期望 甲乙戊丙丁
d-seat-csp,deep,约束满足,Kimi-K2.6,0,5,1,0,521,0,14.0,stop,,得到 甲乙戊丙丁 期望 甲乙戊丙丁
d-seat-csp,deep,约束满足,Kimi-K2.6,1,1,1,1,998,1333,28.1,stop,,得到 甲乙戊丙丁 期望 甲乙戊丙丁
d-seat-csp,deep,约束满足,Kimi-K2.6,1,2,1,1,882,1159,24.9,stop,,得到 甲乙戊丙丁 期望 甲乙戊丙丁
d-seat-csp,deep,约束满足,Kimi-K2.6,1,3,1,1,1290,1803,37.6,stop,,得到 甲乙戊丙丁 期望 甲乙戊丙丁
d-seat-csp,deep,约束满足,Kimi-K2.6,1,4,1,1,943,1352,24.4,stop,,得到 甲乙戊丙丁 期望 甲乙戊丙丁
d-seat-csp,deep,约束满足,Kimi-K2.6,1,5,1,1,966,1325,25.5,stop,,得到 甲乙戊丙丁 期望 甲乙戊丙丁
d-multihop,deep,多跳算术,Kimi-K2.6,0,1,1,0,1973,0,49.8,stop,,"得到 (74, 4) 期望 (74, 4)"
d-multihop,deep,多跳算术,Kimi-K2.6,0,2,0,0,993,0,25.5,stop,wrong,"得到 (4, 5) 期望 (74, 4)"
d-multihop,deep,多跳算术,Kimi-K2.6,0,3,1,0,1422,0,37.0,stop,,"得到 (74, 4) 期望 (74, 4)"
d-multihop,deep,多跳算术,Kimi-K2.6,0,4,1,0,801,0,20.3,stop,,"得到 (74, 4) 期望 (74, 4)"
d-multihop,deep,多跳算术,Kimi-K2.6,0,5,0,0,1679,0,42.0,stop,wrong,"得到 (4, 5) 期望 (74, 4)"
d-multihop,deep,多跳算术,Kimi-K2.6,1,1,1,1,4265,7199,114.5,stop,,"得到 (74, 4) 期望 (74, 4)"
d-multihop,deep,多跳算术,Kimi-K2.6,1,2,1,1,2473,4171,65.9,stop,,"得到 (74, 4) 期望 (74, 4)"
d-multihop,deep,多跳算术,Kimi-K2.6,1,3,1,1,3852,6527,102.3,stop,,"得到 (74, 4) 期望 (74, 4)"
d-multihop,deep,多跳算术,Kimi-K2.6,1,4,1,1,5983,9751,160.8,stop,,"得到 (74, 4) 期望 (74, 4)"
d-multihop,deep,多跳算术,Kimi-K2.6,1,5,1,1,6643,11097,172.5,stop,,"得到 (74, 4) 期望 (74, 4)"
s-extract-amounts,shallow,抽取,LongCat-2.0,0,1,0,0,15,0,1.7,stop,wrong,"得到 '12,45,256,1200'"
s-extract-amounts,shallow,抽取,LongCat-2.0,0,2,1,0,18,0,4.4,stop,,"得到 '12,45,89,256,1200'"
s-extract-amounts,shallow,抽取,LongCat-2.0,0,3,1,0,18,0,1.9,stop,,"得到 '12,45,89,256,1200'"
s-extract-amounts,shallow,抽取,LongCat-2.0,0,4,1,1,18,0,2.2,stop,,"得到 '12,45,89,256,1200'"
s-extract-amounts,shallow,抽取,LongCat-2.0,0,5,1,1,18,0,3.1,stop,,"得到 '12,45,89,256,1200'"
s-extract-amounts,shallow,抽取,LongCat-2.0,1,1,1,1,695,1005,17.4,stop,,"得到 '12,45,89,256,1200'"
s-extract-amounts,shallow,抽取,LongCat-2.0,1,2,1,1,607,907,15.6,stop,,"得到 '12,45,89,256,1200'"
s-extract-amounts,shallow,抽取,LongCat-2.0,1,3,1,1,156,164,5.2,stop,,"得到 '12,45,89,256,1200'"
s-extract-amounts,shallow,抽取,LongCat-2.0,1,4,1,1,238,281,5.8,stop,,"得到 '12,45,89,256,1200'"
s-extract-amounts,shallow,抽取,LongCat-2.0,1,5,1,1,540,811,12.6,stop,,"得到 '12,45,89,256,1200'"
s-senti-pos,shallow,分类,LongCat-2.0,0,1,1,1,2,0,1.5,stop,,得到 '正面' 期望 '正面'
s-senti-pos,shallow,分类,LongCat-2.0,0,2,1,1,2,0,1.1,stop,,得到 '正面' 期望 '正面'
s-senti-pos,shallow,分类,LongCat-2.0,0,3,1,1,2,0,1.4,stop,,得到 '正面' 期望 '正面'
s-senti-pos,shallow,分类,LongCat-2.0,0,4,1,1,2,0,1.1,stop,,得到 '正面' 期望 '正面'
s-senti-pos,shallow,分类,LongCat-2.0,0,5,1,1,2,0,1.3,stop,,得到 '正面' 期望 '正面'
s-senti-pos,shallow,分类,LongCat-2.0,1,1,1,1,25,32,2.4,stop,,得到 '正面' 期望 '正面'
s-senti-pos,shallow,分类,LongCat-2.0,1,2,1,1,30,38,3.3,stop,,得到 '正面' 期望 '正面'
s-senti-pos,shallow,分类,LongCat-2.0,1,3,1,1,57,86,2.6,stop,,得到 '正面' 期望 '正面'
s-senti-pos,shallow,分类,LongCat-2.0,1,4,1,1,93,149,3.0,stop,,得到 '正面' 期望 '正面'
s-senti-pos,shallow,分类,LongCat-2.0,1,5,1,1,44,64,2.8,stop,,得到 '正面' 期望 '正面'
s-senti-neg,shallow,分类,LongCat-2.0,0,1,1,1,2,0,1.1,stop,,得到 '负面' 期望 '负面'
s-senti-neg,shallow,分类,LongCat-2.0,0,2,1,1,2,0,1.6,stop,,得到 '负面' 期望 '负面'
s-senti-neg,shallow,分类,LongCat-2.0,0,3,1,1,2,0,1.5,stop,,得到 '负面' 期望 '负面'
s-senti-neg,shallow,分类,LongCat-2.0,0,4,1,1,2,0,1.7,stop,,得到 '负面' 期望 '负面'
s-senti-neg,shallow,分类,LongCat-2.0,0,5,1,1,2,0,1.4,stop,,得到 '负面' 期望 '负面'
s-senti-neg,shallow,分类,LongCat-2.0,1,1,1,1,27,37,1.9,stop,,得到 '负面' 期望 '负面'
s-senti-neg,shallow,分类,LongCat-2.0,1,2,1,1,178,308,5.3,stop,,得到 '负面' 期望 '负面'
s-senti-neg,shallow,分类,LongCat-2.0,1,3,1,1,38,54,3.1,stop,,得到 '负面' 期望 '负面'
s-senti-neg,shallow,分类,LongCat-2.0,1,4,1,1,189,330,6.9,stop,,得到 '负面' 期望 '负面'
s-senti-neg,shallow,分类,LongCat-2.0,1,5,1,1,68,102,4.2,stop,,得到 '负面' 期望 '负面'
s-senti-neu,shallow,分类,LongCat-2.0,0,1,1,1,2,0,1.6,stop,,得到 '中性' 期望 '中性'
s-senti-neu,shallow,分类,LongCat-2.0,0,2,1,1,2,0,1.6,stop,,得到 '中性' 期望 '中性'
s-senti-neu,shallow,分类,LongCat-2.0,0,3,1,1,2,0,1.6,stop,,得到 '中性' 期望 '中性'
s-senti-neu,shallow,分类,LongCat-2.0,0,4,1,1,2,0,1.3,stop,,得到 '中性' 期望 '中性'
